2023-03-02T01:37:20.711135608+09:00 INFO flwr 2023-03-01 16:37:20,710 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
2023-03-02T01:38:43.060345571+09:00 INFO flwr 2023-03-01 16:38:43,060 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 45.5956s - train: 28.7160s
2023-03-02T01:38:46.036053963+09:00 INFO flwr 2023-03-01 16:38:46,035 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 48.5712s - train: 29.2817s
2023-03-02T01:38:46.367569356+09:00 INFO flwr 2023-03-01 16:38:46,367 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 48.9028s - train: 28.4331s
2023-03-02T01:38:48.550691857+09:00 INFO flwr 2023-03-01 16:38:48,550 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 51.0858s - train: 51.0401s
2023-03-02T01:38:49.141968351+09:00 INFO flwr 2023-03-01 16:38:49,141 | server.py:396 | cid: ipv4:10.1.196.121:49266 - train + comm: 51.6772s - train: 51.6770s
2023-03-02T01:38:49.247145568+09:00 INFO flwr 2023-03-01 16:38:49,246 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 51.7824s - train: 51.8106s
2023-03-02T01:38:49.536698586+09:00 INFO flwr 2023-03-01 16:38:49,536 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 52.0719s - train: 28.5866s
2023-03-02T01:38:49.647900983+09:00 INFO flwr 2023-03-01 16:38:49,647 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 52.1830s - train: 52.1843s
2023-03-02T01:38:50.814998451+09:00 INFO flwr 2023-03-01 16:38:50,814 | server.py:396 | cid: ipv4:10.1.196.70:36628 - train + comm: 53.3500s - train: 53.3528s
2023-03-02T01:38:50.967697152+09:00 INFO flwr 2023-03-01 16:38:50,967 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 53.5030s - train: 30.1190s
2023-03-02T01:38:52.239346448+09:00 INFO flwr 2023-03-01 16:38:52,238 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 54.7744s - train: 37.5966s
2023-03-02T01:38:57.838452403+09:00 INFO flwr 2023-03-01 16:38:57,838 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 60.3736s - train: 38.0437s
2023-03-02T01:39:10.324115514+09:00 INFO flwr 2023-03-01 16:39:10,323 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 72.8592s - train: 49.5000s
2023-03-02T01:39:12.266387390+09:00 INFO flwr 2023-03-01 16:39:12,266 | server.py:396 | cid: ipv4:10.1.51.243:49302 - train + comm: 74.8014s - train: 74.8070s
2023-03-02T01:39:54.706881320+09:00 INFO flwr 2023-03-01 16:39:54,706 | server.py:396 | cid: ipv4:10.1.205.34:55190 - train + comm: 117.2421s - train: 104.9641s
2023-03-02T01:40:03.724764114+09:00 INFO flwr 2023-03-01 16:40:03,724 | server.py:396 | cid: ipv4:10.1.205.51:33630 - train + comm: 126.2600s - train: 107.2272s
2023-03-02T01:40:33.202482690+09:00 INFO flwr 2023-03-01 16:40:33,202 | server.py:396 | cid: ipv4:10.1.196.86:56736 - train + comm: 155.7376s - train: 138.7367s
2023-03-02T01:40:36.200403916+09:00 INFO flwr 2023-03-01 16:40:36,200 | server.py:396 | cid: ipv4:10.1.196.117:35362 - train + comm: 158.7356s - train: 138.2892s
2023-03-02T01:40:38.317989048+09:00 INFO flwr 2023-03-01 16:40:38,317 | server.py:396 | cid: ipv4:10.1.196.69:59152 - train + comm: 160.8530s - train: 136.8726s
2023-03-02T01:40:38.323078737+09:00 DEBUG flwr 2023-03-01 16:40:38,322 | server.py:257 | fit_round 1 received 50 results and 0 failures
2023-03-02T01:40:38.449024862+09:00 WARNING flwr 2023-03-01 16:40:38,448 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
2023-03-02T01:40:38.449269388+09:00 DEBUG flwr 2023-03-01 16:40:38,449 | server.py:184 | evaluate_round 1: strategy sampled 50 clients (out of 50)
2023-03-02T01:41:54.306105280+09:00 DEBUG flwr 2023-03-01 16:41:54,305 | server.py:198 | evaluate_round 1 received 50 results and 0 failures
2023-03-02T01:41:54.306403779+09:00 DEBUG flwr 2023-03-01 16:41:54,306 | server.py:243 | fit_round 2: strategy sampled 49 clients (out of 50)
2023-03-02T01:42:07.211061826+09:00 INFO flwr 2023-03-01 16:42:07,210 | server.py:396 | cid: ipv4:10.1.51.241:34182 - train + comm: 12.8149s - train: 12.7989s
2023-03-02T01:42:08.782135211+09:00 INFO flwr 2023-03-01 16:42:08,781 | server.py:396 | cid: ipv4:10.1.51.239:45176 - train + comm: 14.3861s - train: 14.3796s
2023-03-02T01:42:09.177363235+09:00 INFO flwr 2023-03-01 16:42:09,169 | server.py:396 | cid: ipv4:10.1.205.13:49850 - train + comm: 14.7735s - train: 14.8302s
2023-03-02T01:42:09.285099060+09:00 INFO flwr 2023-03-01 16:42:09,284 | server.py:396 | cid: ipv4:10.1.205.62:42102 - train + comm: 14.8891s - train: 14.9317s
2023-03-02T01:42:14.212318168+09:00 INFO flwr 2023-03-01 16:42:14,212 | server.py:396 | cid: ipv4:10.1.196.100:55374 - train + comm: 19.8162s - train: 19.7891s
2023-03-02T01:42:14.427982270+09:00 INFO flwr 2023-03-01 16:42:14,427 | server.py:396 | cid: ipv4:10.1.196.110:60332 - train + comm: 20.0319s - train: 20.0905s
2023-03-02T01:42:14.586689722+09:00 INFO flwr 2023-03-01 16:42:14,586 | server.py:396 | cid: ipv4:10.1.196.119:37544 - train + comm: 20.1907s - train: 20.1651s
2023-03-02T01:42:14.784333124+09:00 INFO flwr 2023-03-01 16:42:14,784 | server.py:396 | cid: ipv4:10.1.51.149:60428 - train + comm: 20.3883s - train: 20.4525s
2023-03-02T01:42:15.238630444+09:00 INFO flwr 2023-03-01 16:42:15,238 | server.py:396 | cid: ipv4:10.1.205.43:56106 - train + comm: 20.8426s - train: 20.8852s
2023-03-02T01:42:15.419138150+09:00 INFO flwr 2023-03-01 16:42:15,418 | server.py:396 | cid: ipv4:10.1.205.32:56450 - train + comm: 21.0232s - train: 21.0981s
2023-03-02T01:42:15.615452540+09:00 INFO flwr 2023-03-01 16:42:15,615 | server.py:396 | cid: ipv4:10.1.51.190:45250 - train + comm: 21.2194s - train: 21.2026s
2023-03-02T01:42:15.718436143+09:00 INFO flwr 2023-03-01 16:42:15,718 | server.py:396 | cid: ipv4:10.1.51.240:50926 - train + comm: 21.3222s - train: 21.3951s
2023-03-02T01:42:15.749840482+09:00 INFO flwr 2023-03-01 16:42:15,749 | server.py:396 | cid: ipv4:10.1.205.10:34352 - train + comm: 21.3538s - train: 21.4245s
2023-03-02T01:42:15.820457340+09:00 INFO flwr 2023-03-01 16:42:15,820 | server.py:396 | cid: ipv4:10.1.196.97:60012 - train + comm: 21.4243s - train: 21.4609s
2023-03-02T01:42:22.036312907+09:00 INFO flwr 2023-03-01 16:42:22,035 | server.py:396 | cid: ipv4:10.1.205.1:57490 - train + comm: 27.6400s - train: 14.8129s
2023-03-02T01:42:23.896437414+09:00 INFO flwr 2023-03-01 16:42:23,896 | server.py:396 | cid: ipv4:10.1.196.123:53106 - train + comm: 29.5003s - train: 29.5226s
2023-03-02T01:42:24.047684284+09:00 INFO flwr 2023-03-01 16:42:24,047 | server.py:396 | cid: ipv4:10.1.196.83:51552 - train + comm: 29.6516s - train: 29.6881s
2023-03-02T01:42:24.299203188+09:00 INFO flwr 2023-03-01 16:42:24,298 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 29.9031s - train: 29.8736s
2023-03-02T01:42:24.921299331+09:00 INFO flwr 2023-03-01 16:42:24,921 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 30.5252s - train: 30.5746s
2023-03-02T01:42:25.394893046+09:00 INFO flwr 2023-03-01 16:42:25,394 | server.py:396 | cid: ipv4:10.1.51.242:45550 - train + comm: 30.9988s - train: 31.0517s
2023-03-02T01:42:26.402115033+09:00 INFO flwr 2023-03-01 16:42:26,401 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 32.0061s - train: 31.9962s
2023-03-02T01:42:27.058328682+09:00 INFO flwr 2023-03-01 16:42:27,058 | server.py:396 | cid: ipv4:10.1.51.134:48256 - train + comm: 32.6624s - train: 11.6257s
2023-03-02T01:42:29.825460836+09:00 INFO flwr 2023-03-01 16:42:29,825 | server.py:396 | cid: ipv4:10.1.196.90:51618 - train + comm: 35.4293s - train: 20.5212s
2023-03-02T01:42:29.914854917+09:00 INFO flwr 2023-03-01 16:42:29,914 | server.py:396 | cid: ipv4:10.1.205.35:46530 - train + comm: 35.5185s - train: 15.6924s
2023-03-02T01:42:30.224136006+09:00 INFO flwr 2023-03-01 16:42:30,223 | server.py:396 | cid: ipv4:10.1.205.47:36958 - train + comm: 35.8281s - train: 15.6296s
2023-03-02T01:42:32.727986533+09:00 INFO flwr 2023-03-01 16:42:32,727 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 38.3319s - train: 38.3864s
2023-03-02T01:42:33.217266247+09:00 INFO flwr 2023-03-01 16:42:33,217 | server.py:396 | cid: ipv4:10.1.205.60:33862 - train + comm: 38.8212s - train: 38.8863s
2023-03-02T01:42:33.218352971+09:00 INFO flwr 2023-03-01 16:42:33,218 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 38.8223s - train: 38.8943s
2023-03-02T01:42:34.056642808+09:00 INFO flwr 2023-03-01 16:42:34,056 | server.py:396 | cid: ipv4:10.1.205.41:57588 - train + comm: 39.6605s - train: 39.6561s
2023-03-02T01:42:36.044150331+09:00 INFO flwr 2023-03-01 16:42:36,043 | server.py:396 | cid: ipv4:10.1.205.40:51312 - train + comm: 41.6481s - train: 21.6094s
2023-03-02T01:42:37.499158696+09:00 INFO flwr 2023-03-01 16:42:37,498 | server.py:396 | cid: ipv4:10.1.196.87:52382 - train + comm: 43.1030s - train: 28.6980s
2023-03-02T01:42:37.657980668+09:00 INFO flwr 2023-03-01 16:42:37,657 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 43.2620s - train: 28.4774s
2023-03-02T01:42:44.206555584+09:00 INFO flwr 2023-03-01 16:42:44,206 | server.py:396 | cid: ipv4:10.1.196.96:53862 - train + comm: 49.8104s - train: 28.9526s
2023-03-02T01:42:44.703403852+09:00 INFO flwr 2023-03-01 16:42:44,703 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 50.3074s - train: 28.9386s
2023-03-02T01:42:44.706148772+09:00 INFO flwr 2023-03-01 16:42:44,705 | server.py:396 | cid: ipv4:10.1.205.37:54878 - train + comm: 50.3101s - train: 20.7810s
2023-03-02T01:42:45.024656823+09:00 INFO flwr 2023-03-01 16:42:45,024 | server.py:396 | cid: ipv4:10.1.196.121:49266 - train + comm: 50.6286s - train: 50.6784s
2023-03-02T01:42:45.033071887+09:00 INFO flwr 2023-03-01 16:42:45,032 | server.py:396 | cid: ipv4:10.1.205.27:47688 - train + comm: 50.6371s - train: 20.9783s
2023-03-02T01:42:45.631263802+09:00 INFO flwr 2023-03-01 16:42:45,631 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 51.2353s - train: 51.2901s
2023-03-02T01:42:45.737904569+09:00 INFO flwr 2023-03-01 16:42:45,737 | server.py:396 | cid: ipv4:10.1.196.70:36628 - train + comm: 51.3418s - train: 51.4100s
2023-03-02T01:42:46.131699289+09:00 INFO flwr 2023-03-01 16:42:46,131 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 51.7356s - train: 51.7725s
2023-03-02T01:42:46.595408667+09:00 INFO flwr 2023-03-01 16:42:46,595 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 52.1993s - train: 52.2158s
2023-03-02T01:42:53.235434822+09:00 INFO flwr 2023-03-01 16:42:53,235 | server.py:396 | cid: ipv4:10.1.205.22:33908 - train + comm: 58.8393s - train: 38.4438s
2023-03-02T01:42:54.253272619+09:00 INFO flwr 2023-03-01 16:42:54,252 | server.py:396 | cid: ipv4:10.1.205.48:50530 - train + comm: 59.8571s - train: 38.6318s
2023-03-02T01:43:06.098423791+09:00 INFO flwr 2023-03-01 16:43:06,098 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 71.7023s - train: 50.2630s
2023-03-02T01:43:14.458320689+09:00 INFO flwr 2023-03-01 16:43:14,458 | server.py:396 | cid: ipv4:10.1.51.243:49302 - train + comm: 80.0622s - train: 80.0445s
2023-03-02T01:43:39.212794220+09:00 INFO flwr 2023-03-01 16:43:39,212 | server.py:396 | cid: ipv4:10.1.205.51:33630 - train + comm: 104.8167s - train: 104.8834s
2023-03-02T01:44:01.106834151+09:00 INFO flwr 2023-03-01 16:44:01,106 | server.py:396 | cid: ipv4:10.1.205.34:55190 - train + comm: 126.7108s - train: 105.3034s
2023-03-02T01:44:12.407835152+09:00 INFO flwr 2023-03-01 16:44:12,407 | server.py:396 | cid: ipv4:10.1.196.86:56736 - train + comm: 138.0117s - train: 138.0452s
2023-03-02T01:44:39.505027046+09:00 INFO flwr 2023-03-01 16:44:39,504 | server.py:396 | cid: ipv4:10.1.196.117:35362 - train + comm: 165.1088s - train: 137.4529s
2023-03-02T01:44:39.506657276+09:00 DEBUG flwr 2023-03-01 16:44:39,506 | server.py:257 | fit_round 2 received 49 results and 0 failures
2023-03-02T01:44:39.610884271+09:00 DEBUG flwr 2023-03-01 16:44:39,610 | server.py:184 | evaluate_round 2: strategy sampled 49 clients (out of 50)
2023-03-02T01:46:00.995111409+09:00 DEBUG flwr 2023-03-01 16:46:00,994 | server.py:198 | evaluate_round 2 received 49 results and 0 failures
2023-03-02T01:46:00.995574093+09:00 DEBUG flwr 2023-03-01 16:46:00,995 | server.py:243 | fit_round 3: strategy sampled 48 clients (out of 50)
2023-03-02T01:46:13.307527428+09:00 INFO flwr 2023-03-01 16:46:13,307 | server.py:396 | cid: ipv4:10.1.51.134:48256 - train + comm: 12.2715s - train: 12.2682s
2023-03-02T01:46:17.056901191+09:00 INFO flwr 2023-03-01 16:46:17,056 | server.py:396 | cid: ipv4:10.1.205.47:36958 - train + comm: 16.0210s - train: 16.0253s
2023-03-02T01:46:17.200641775+09:00 INFO flwr 2023-03-01 16:46:17,200 | server.py:396 | cid: ipv4:10.1.205.62:42102 - train + comm: 16.1646s - train: 16.1721s
2023-03-02T01:46:17.265284303+09:00 INFO flwr 2023-03-01 16:46:17,265 | server.py:396 | cid: ipv4:10.1.205.13:49850 - train + comm: 16.2293s - train: 16.2424s
2023-03-02T01:46:20.294130412+09:00 INFO flwr 2023-03-01 16:46:20,293 | server.py:396 | cid: ipv4:10.1.51.190:45250 - train + comm: 19.2582s - train: 19.2576s
2023-03-02T01:46:20.403889432+09:00 INFO flwr 2023-03-01 16:46:20,403 | server.py:396 | cid: ipv4:10.1.196.110:60332 - train + comm: 19.3680s - train: 19.3457s
2023-03-02T01:46:20.552297990+09:00 INFO flwr 2023-03-01 16:46:20,552 | server.py:396 | cid: ipv4:10.1.51.240:50926 - train + comm: 19.5163s - train: 19.5320s
2023-03-02T01:46:20.779816652+09:00 INFO flwr 2023-03-01 16:46:20,779 | server.py:396 | cid: ipv4:10.1.51.149:60428 - train + comm: 19.7439s - train: 19.7750s
2023-03-02T01:46:20.855122062+09:00 INFO flwr 2023-03-01 16:46:20,854 | server.py:396 | cid: ipv4:10.1.196.90:51618 - train + comm: 19.8192s - train: 19.7981s
2023-03-02T01:46:21.165338615+09:00 INFO flwr 2023-03-01 16:46:21,158 | server.py:396 | cid: ipv4:10.1.196.100:55374 - train + comm: 20.1227s - train: 20.1194s
2023-03-02T01:46:21.772660114+09:00 INFO flwr 2023-03-01 16:46:21,772 | server.py:396 | cid: ipv4:10.1.196.119:37544 - train + comm: 20.7367s - train: 20.7403s
2023-03-02T01:46:22.111379450+09:00 INFO flwr 2023-03-01 16:46:22,111 | server.py:396 | cid: ipv4:10.1.196.97:60012 - train + comm: 21.0753s - train: 21.0699s
2023-03-02T01:46:23.639198734+09:00 INFO flwr 2023-03-01 16:46:23,639 | server.py:396 | cid: ipv4:10.1.205.43:56106 - train + comm: 22.6033s - train: 22.5989s
2023-03-02T01:46:23.861234306+09:00 INFO flwr 2023-03-01 16:46:23,861 | server.py:396 | cid: ipv4:10.1.205.32:56450 - train + comm: 22.8253s - train: 22.8241s
2023-03-02T01:46:23.908641549+09:00 INFO flwr 2023-03-01 16:46:23,908 | server.py:396 | cid: ipv4:10.1.205.37:54878 - train + comm: 22.8727s - train: 22.8924s
2023-03-02T01:46:23.924365833+09:00 INFO flwr 2023-03-01 16:46:23,924 | server.py:396 | cid: ipv4:10.1.205.40:51312 - train + comm: 22.8883s - train: 22.9163s
2023-03-02T01:46:24.069309516+09:00 INFO flwr 2023-03-01 16:46:24,069 | server.py:396 | cid: ipv4:10.1.205.27:47688 - train + comm: 23.0334s - train: 23.0248s
2023-03-02T01:46:30.352580706+09:00 INFO flwr 2023-03-01 16:46:30,352 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 29.3166s - train: 29.3227s
2023-03-02T01:46:30.713405292+09:00 INFO flwr 2023-03-01 16:46:30,713 | server.py:396 | cid: ipv4:10.1.196.83:51552 - train + comm: 29.6774s - train: 29.6538s
2023-03-02T01:46:30.791770904+09:00 INFO flwr 2023-03-01 16:46:30,791 | server.py:396 | cid: ipv4:10.1.51.242:45550 - train + comm: 29.7557s - train: 29.7471s
2023-03-02T01:46:30.929859669+09:00 INFO flwr 2023-03-01 16:46:30,929 | server.py:396 | cid: ipv4:10.1.196.123:53106 - train + comm: 29.8938s - train: 29.9017s
2023-03-02T01:46:31.016250850+09:00 INFO flwr 2023-03-01 16:46:31,015 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 29.9802s - train: 29.9774s
2023-03-02T01:46:31.237298860+09:00 INFO flwr 2023-03-01 16:46:31,237 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 30.2013s - train: 30.1761s
2023-03-02T01:46:31.251636968+09:00 INFO flwr 2023-03-01 16:46:31,251 | server.py:396 | cid: ipv4:10.1.196.96:53862 - train + comm: 30.2157s - train: 30.2293s
2023-03-02T01:46:31.446006744+09:00 INFO flwr 2023-03-01 16:46:31,445 | server.py:396 | cid: ipv4:10.1.51.241:34182 - train + comm: 30.4101s - train: 11.1434s
2023-03-02T01:46:35.924067946+09:00 INFO flwr 2023-03-01 16:46:35,923 | server.py:396 | cid: ipv4:10.1.51.239:45176 - train + comm: 34.8881s - train: 12.0072s
2023-03-02T01:46:36.167868945+09:00 INFO flwr 2023-03-01 16:46:36,167 | server.py:396 | cid: ipv4:10.1.205.35:46530 - train + comm: 35.1320s - train: 15.0022s
2023-03-02T01:46:38.118858203+09:00 INFO flwr 2023-03-01 16:46:38,118 | server.py:396 | cid: ipv4:10.1.205.1:57490 - train + comm: 37.0829s - train: 14.4727s
2023-03-02T01:46:38.758908676+09:00 INFO flwr 2023-03-01 16:46:38,758 | server.py:396 | cid: ipv4:10.1.205.10:34352 - train + comm: 37.7229s - train: 21.6973s
2023-03-02T01:46:40.350349909+09:00 INFO flwr 2023-03-01 16:46:40,350 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 39.3144s - train: 39.3054s
2023-03-02T01:46:40.540757569+09:00 INFO flwr 2023-03-01 16:46:40,540 | server.py:396 | cid: ipv4:10.1.205.60:33862 - train + comm: 39.5048s - train: 39.5063s
2023-03-02T01:46:41.019951095+09:00 INFO flwr 2023-03-01 16:46:41,019 | server.py:396 | cid: ipv4:10.1.205.41:57588 - train + comm: 39.9839s - train: 39.9908s
2023-03-02T01:46:46.569952540+09:00 INFO flwr 2023-03-01 16:46:46,569 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 45.5340s - train: 29.3591s
2023-03-02T01:46:48.244377326+09:00 INFO flwr 2023-03-01 16:46:48,244 | server.py:396 | cid: ipv4:10.1.196.87:52382 - train + comm: 47.2084s - train: 27.4470s
2023-03-02T01:46:51.730241734+09:00 INFO flwr 2023-03-01 16:46:51,729 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 50.6942s - train: 50.6973s
2023-03-02T01:46:51.908857198+09:00 INFO flwr 2023-03-01 16:46:51,908 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 50.8728s - train: 50.8753s
2023-03-02T01:46:52.251306632+09:00 INFO flwr 2023-03-01 16:46:52,251 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 51.2153s - train: 28.3769s
2023-03-02T01:46:56.440375324+09:00 INFO flwr 2023-03-01 16:46:56,440 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 55.4044s - train: 39.1695s
2023-03-02T01:46:58.943258334+09:00 INFO flwr 2023-03-01 16:46:58,943 | server.py:396 | cid: ipv4:10.1.205.48:50530 - train + comm: 57.9073s - train: 38.0822s
